initials,date_entered,sorter_ID,occasion_ID,sample_ID,sample_location,collection_date,sorting_date,grids_sampled,order_name,family_name,life_stage,BL_HW,total_counts,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,empty_case,NOTES,,PROOFED BY,PROOF DATE
CV,2/17/26,HA/AW,,T30824_SURB1,T3,7/29/24,6/5/25,16,Diptera,Simuliidae,L,BL,1,3.1,,,,,,,,,,,,,,
CV,2/17/26,HA/AW,,T30824_SURB1,T3,7/29/24,6/5/25,16,Diptera,Tipulidae,L,BL,1,7.1,,,,,,,,,,,,,,
CV,2/17/26,HA/AW,,T30824_SURB1,T3,7/29/24,6/5/25,16,Coleoptera,Elmidae,L,BL,33,1.2,3.2,3.3,2,2.8,3.5,3,1.5,3,2.8,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Plecoptera,Perlidae,L,BL,1,20.8,,,,,,,,,,,134 TOTAL,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Ephemeroptera,Ephemerellidae,L,BL,11,10.9,5.9,4.9,6.2,4.3,4.2,5.1,4.2,3.4,4.9,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Ephemeroptera,Heptageniidae,L,BL,6,2.5,2.8,2,1.5,1.4,2.6,,,,,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Ephemeroptera,Baetidae,L,BL,34,2.1,2.9,1.8,3.1,3.4,3.3,4.2,2,2.2,2,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Trichoptera,Glossosomatidae,L,BL,28,5.2,5.9,4.1,4.2,3.8,5.6,4.4,2.3,4.2,4.3,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Trichoptera,Lepidostomatidae,L,BL,3,4.8,2.2,2.1,,,,,,,,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Diptera,Chironomidae,L,BL,19,9,7.2,8,6.5,3.2,4.8,5.4,6.3,7.9,2.6,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Diptera,Simuliidae,L,BL,4,4.2,3.1,2,2.2,,,,,,,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Tricladida,Planariidae,A,BL,2,3.9,4.2,,,,,,,,,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Coleoptera,Elmidae,A,BL,3,3.2,3.1,2.8,,,,,,,,,,,,
CV,2/17/26,HA/AW,,T30824_SURB2,T3,7/29/24,7/10/25,16,Coleoptera,Elmidae,L,BL,23,3,2.1,4.1,3.2,3.2,4.1,4,3,4.8,5.3,,,,,
CV,2/17/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Ephemeroptera,Ephemerellidae,L,BL,18,4,4.7,6,4.8,4.5,6.1,4.1,4.4,4.4,5,,181 TOTAL,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Ephemeroptera,Heptageniidae,L,BL,2,4.7,3.5,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Ephemeroptera,Baetidae,L,BL,58,4.7,2.7,3.6,2.8,3.2,2,2.5,1.7,1.4,1.3,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Trichoptera,Brachycentridae,L,BL,2,8.4,7.1,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Trichoptera,Glossosomatidae,L,BL,27,5.5,5.2,5.4,4.8,5.3,5.8,5.2,4.7,4.4,4.2,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Trichoptera,Hydropsychidae,L,BL,1,2.5,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Trichoptera,Lepidostomatidae,L,BL,3,2.5,2.7,-,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Diptera,Chironomidae,L,BL,44,3.4,8.2,3.1,9.1,7.1,6.5,1.9,1.6,9.6,6.2,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Diptera,Simuliidae,L,BL,4,2.4,3,2.1,2,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Tricladida,Planariidae,L,BL,2,4.5,2.8,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB3,T3,7/29/24,7/10/25,16,Coleoptera,Elmidae,L,BL,20,3.7,2.8,3.4,2.8,1.9,2.1,2.7,2.3,2.8,1.6,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Plecoptera,Perlidae,L,BL,2,4.6,2.8,,,,,,,,,,188 TOTAL,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Ephemeroptera,Ephemerellidae,L,BL,8,6.5,5,4.6,7,4.3,6.1,5.4,4.5,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Ephemeroptera,Heptageniidae,L,BL,1,4.1,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Ephemeroptera,Baetidae,L,BL,43,4.3,3.1,2.7,2.8,4.8,3.2,2.1,1.8,1.9,1.4,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Trichoptera,Glossosomatidae,L,BL,36,4.5,5.1,4,3.8,4.1,4.4,4.3,4.2,3.1,5,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Trichoptera,Hydropsychidae,L,BL,2,8.5,7.3,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Trichoptera,Lepidostomatidae,L,BL,1,2.6,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Diptera,Chironomidae,L,BL,38,3.8,3.3,3.8,7.5,2.5,2.6,2.3,2,7.5,2.8,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Diptera,Simuliidae,L,BL,6,3.1,3.2,4,0.7,2.3,1.4,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Coleoptera,Elmidae,A,BL,1,2.6,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Tricladida,Planariidae,L,BL,3,4.4,2.5,3.4,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB4,T3,7/29/24,6/10/25,16,Coleoptera,Elmidae,L,BL,44,2.7,1.4,2.5,4,2.1,2.2,1.8,2.4,2.3,2.7,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Ephemeroptera,Ephemerellidae,L,BL,20,3.8,3.5,5.5,3.5,4.9,5.2,4.3,2.5,2.9,3.6,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Ephemeroptera,Heptageniidae,L,BL,2,7.3,6,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Ephemeroptera,Baetidae,L,BL,24,2.5,1.8,1.9,2.2,1.8,1.4,3.9,1.2,1.9,3.4,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Trichoptera,Brachycentridae,L,BL,4,1.8,8.3,7.3,7.6,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Trichoptera,Glossosomatidae,L,BL,8,4.8,3.3,5.1,4.2,5,4.3,4.4,-,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Trichoptera,Hydropsychidae,L,BL,3,9.3,6.6,9.2,,,,,,,,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Trichoptera,Lepidostomatidae,L,BL,10,2.1,2.3,1.9,1.8,1.7,2.4,2.8,2.1,2.1,2.3,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Diptera,Chironomidae,L,BL,19,7.3,2.4,2.1,2.9,5.3,2.4,3,1.8,1.2,3,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Diptera,Simuliidae,L,BL,129,2.1,2.3,2.4,4.1,4.3,4.2,3.2,5.3,4.1,4.8,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Tricladida,Planariidae,L,BL,15,3.1,4.2,2.1,4.2,3.5,2.2,3.5,2.9,3.4,3.6,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Coleoptera,Elmidae,L,BL,24,3.6,2.9,3.4,2.4,2,3.1,3,2.9,2,2.9,,,,,
CV,2/19/26,HA/AW,,T30824_SURB5,T3,7/29/24,7/18/25,14,Coleoptera,Elmidae,A,BL,1,2.3,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Ephemeroptera,Heptageniidae,L,BL,2,6.3,5.2,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Ephemeroptera,Baetidae,L,BL,16,7.4,4.3,2.2,2.5,2.9,3,3.6,2.7,2.6,3.4,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Trichoptera,Brachycentridae,L,BL,44,2.5,3.5,7,2,3.3,2.6,1.8,4,3.6,2.8,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Trichoptera,Lepidostomatidae,L,BL,5,1.3,5,1.6,4.4,4.7,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Coleoptera,Elmidae,L,BL,4,5.2,3.2,4,2.6,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Coleoptera,Elmidae,A,BL,2,-,-,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Diptera,Chironomidae,L,BL,12,4.4,2.4,6.3,2.2,4.2,5.9,3.3,4.7,5.2,2.3,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Diptera,Chironomidae,A,BL,2,-,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Diptera,Chironomidae,P,BL,4,-,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Gastropoda,n/a,A,BL,1,-,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Tricladida,Planariidae,L,BL,1,-,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Amphipoda,Crangonyctidae,A,BL,2,-,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB1,C1.5,10/-/24,6/18/25,16,Diptera,Oestridae,L,BL,2,-,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Plecoptera,Perlidae,L,BL,1,11.2,,,,,,,,,,,244 TOTAL,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Ephemeroptera,Ephemerellidae,L,BL,9,3.1,4.5,3.8,3.5,3,4.2,4.8,5.9,3.1,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Ephemeroptera,Baetidae,L,BL,16,4,4.7,1.5,2.8,4.2,1.9,4.1,2.6,2.3,1.9,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Trichoptera,Brachycentridae,L,BL,68,7.5,2.1,2.5,5,4.2,2,2.5,1.7,2.1,1.5,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Trichoptera,Hydropsychidae,L,BL,3,6.1,10.2,11.4,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Trichoptera,Lepidostomatidae,L,BL,20,5.1,4.4,4.1,5,4.2,1.5,3.6,4.2,4.3,4.7,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Diptera,Chironomidae,L,BL,40,3.1,4.4,2.9,2.4,2.5,4.5,2.6,4.3,3,2.8,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Coleoptera,Elmidae,A,BL,6,2.1,2.5,2.9,2.9,2.8,2.9,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Coleoptera,Elmidae,L,BL,36,5.2,2.4,2.4,3.1,3.4,1.2,4,2.1,2,5.2,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Oligochaeta,Worms,L,BL,32,14,13.5,12.5,10.5,9.8,15.4,12,13,10.6,11.4,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Diptera,Oestridae,L,BL,1,10.7,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Amphipoda,Crangonyctidae,A,BL,11,2.1,3,3.3,2.4,1.8,2.1,1.5,3,1.8,2.1,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB2,C1.5,10/-/24,6/19/25,15,Tricladida,Planariidae,L,BL,1,4.5,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB3,C1.5,10/-/24,6/23/25,16,Trichoptera,Brachycentridae,L,BL,16,2.3,7.5,2.1,2.8,1.9,1.8,7.9,2,2.1,2.6,,70 TOTAL,,,
CV,2/19/26,HA/AW,,C1.51024_SURB3,C1.5,10/-/24,6/23/25,16,Trichoptera,Lepidostomatidae,L,BL,2,4,4.1,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB3,C1.5,10/-/24,6/23/25,16,Diptera,Chironomidae,L,BL,8,3.2,2.1,2.4,2.8,3.2,4,2.5,5.8,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB3,C1.5,10/-/24,6/23/25,16,Coleoptera,Elmidae,L,BL,1,5.2,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB3,C1.5,10/-/24,6/23/25,16,Amphipoda,Crangonyctidae,A,BL,9,5.1,1.9,2.9,2.5,2.3,2.6,2.8,5.7,2.9,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB3,C1.5,10/-/24,6/23/25,16,Oligochaeta,Worms,L,BL,18,6.5,2.5,5.1,3.1,2.8,6,18.1,5.2,4.8,3.9,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB3,C1.5,10/-/24,6/23/25,16,Diptera,Oestridae,L,BL,16,5.7,2.1,14.2,7.1,8.5,6.2,11.7,16.7,8.1,6.5,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Ephemeroptera,Baetidae,L,BL,5,1.2,2,2.3,3,2.4,,,,,,,163 TOTAL,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Trichoptera,Brachycentridae,L,BL,38,2.8,2.1,2.7,7.8,2.4,4.3,2.5,3.8,4.1,2.8,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Trichoptera,Lepidostomatidae,L,BL,4,5.2,2,5.6,5.3,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Diptera,Chironomidae,L,BL,89,5.5,4.2,7,5.1,5.3,4.4,3,5.5,3.8,4.2,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Coleoptera,Elmidae,A,BL,6,2.4,2.2,2.5,2.3,2.4,2.8,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Coleoptera,Elmidae,L,BL,3,3.1,4.4,4.1,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Amphipoda,Crangonyctidae,A,BL,7,5.4,5.3,3.1,1.4,2.9,2.7,2.1,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Tricladida,Planariidae,L,BL,4,4.3,5.1,5.4,6.4,,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Diptera,Oestridae,L,BL,5,6.3,7.2,8.9,8.8,6.2,,,,,,,,,,
CV,2/19/26,HA/AW,,C1.51024_SURB4,C1.5,10/-/24,6/18/25,16,Diptera,Chironomidae,A,BL,1,2.5,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB5,C1.5,10/-/24,6/23/25,16,Ephemeroptera,Baetidae,L,BL,1,1.7,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB5,C1.5,10/-/24,6/23/25,16,Trichoptera,Brachycentridae,L,BL,11,2.3,2.1,2.3,3.6,2.1,2.4,2.8,2.7,1.7,2.1,,,,,
CV,2/19/26,HA,,C1.51024_SURB5,C1.5,10/-/24,6/23/25,16,Trichoptera,Lepidostomatidae,L,BL,1,1.4,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB5,C1.5,10/-/24,6/23/25,16,Diptera,Chironomidae,L,BL,26,2.2,3.2,1.4,1.7,3.2,2.9,1.8,2.3,1.6,2.2,,,,,
CV,2/19/26,HA,,C1.51024_SURB5,C1.5,10/-/24,6/23/25,16,Diptera,Chironomidae,P,BL,2,2.7,2.4,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB5,C1.5,10/-/24,6/23/25,16,Amphipoda,Crangonyctidae,A,BL,1,2.4,,,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB5,C1.5,10/-/24,6/23/25,16,Tricladida,Planariidae,L,BL,3,2.3,4.3,2,,,,,,,,,,,,
CV,2/19/26,HA,,C1.51024_SURB5,C1.5,10/-/24,6/23/25,16,Oligochaeta,worms,L,BL,2,7,-,,,,,,,,,,1 broken in half,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Plecoptera,Perlodidae,L,BL,3,4.7,4.8,5.2,,,,,,,,,118 TOTAL,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Ephemeroptera,Ephemerellidae,L,BL,1,5.2,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Ephemeroptera,Heptageniidae,L,BL,1,1.3,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Ephemeroptera,Baetidae,L,BL,11,3.1,2.6,2,2,3.6,1.5,1.2,1.6,2.3,2.4,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Trichoptera,Brachycentridae,L,BL,56,3.9,2.8,1.9,2,2.1,2.5,1.7,3.1,2.5,1.8,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Trichoptera,Hydropsychidae,L,BL,1,2.2,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Trichoptera,Lepidostomatidae,L,BL,1,1.3,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Diptera,Chironomidae,L,BL,37,3.5,2.8,3.3,2.5,2.3,2.7,4.2,4.9,3.7,2.8,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Diptera,Simuliidae,L,BL,1,3.2,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Diptera,Oestridae,L,BL,1,8.6,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Coleoptera,Elmidae,A,BL,1,2.5,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Coleoptera,Elmidae,L,BL,1,5.3,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Oligochaeta,Worms,L,BL,1,16.5,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB1,C2,10/-/24,7/23/25,16,Tricladida,Planariidae,L,BL,2,4.2,3.1,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Plecoptera,Perlodidae,L,BL,2,4.1,3.8,,,,,,,,,,185 TOTAL,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Ephemeroptera,Ephemerellidae,L,BL,1,2.4,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Ephemeroptera,Baetidae,L,BL,13,2.5,1.7,1,1.3,2.9,1.5,2.9,1.4,2.1,3.6,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Trichoptera,Brachycentridae,L,BL,139,2.1,2.3,3.1,1.9,2.4,2.3,4,2.7,2.8,2.3,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Trichoptera,Hydropsychidae,L,BL,1,1.7,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Trichoptera,Lepidostomatidae,L,BL,1,1.3,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Diptera,Chironomidae,L,BL,17,3.3,3.3,3.1,3.7,6.1,1.1,1.7,5.6,2.7,4.8,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Diptera,Simuliidae,L,BL,1,2.3,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Diptera,Oestridae,L,BL,1,13.1,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Oligochaeta,worms,L,BL,2,12.2,8.9,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Tricladida,Planariidae,L,BL,2,2.3,3.2,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Coleoptera,Elmidae,L,BL,4,4.7,4.5,4.5,0.9,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB2,C2,10/-/24,6/23/25,16,Amphipoda,Crangonyctidae,A,BL,1,2.7,,,,,,,,,,,,,,
CV,2/19/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Plecoptera,Perlodidae,L,BL,12,4,3.2,4,6.2,4.1,3.2,4.6,4.2,3.9,4.1,,130 TOTAL,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Ephemeroptera,Ephemerellidae,L,BL,1,3.9,,,,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Ephemeroptera,Baetidae,L,BL,5,4,2.3,2.1,3,2.2,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Trichoptera,Brachycentridae,L,BL,9,2.3,1.5,1.6,2.1,2.3,9.2,3.5,1.7,1.5,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Trichoptera,Lepidostomatidae,L,BL,8,1.7,1.8,1.3,1.2,2,4.4,2.2,1,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Diptera,Chironomidae,L,BL,69,4.9,2.2,2.6,2.4,2.2,2.6,1.5,2.5,1.3,1.8,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Collembola,Springtails,A,BL,1,1.5,,,,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Diptera,Oestridae,L,BL,8,30.2,12.1,14.2,8.9,9.1,11.4,13.1,7.1,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Tricladida,Planariidae,L,BL,4,3.6,2.5,2.4,2.2,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Oligochaeta,Worms,L,BL,8,17,19.2,14.1,7.9,7.2,9.3,3.2,5.3,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Coleoptera,Elmidae,A,BL,1,2.8,,,,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Coleoptera,Elmidae,L,BL,1,3.6,,,,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB3,C2,10/-/24,6/23/25,16,Amphipoda,Crangonyctidae,A,BL,3,2.5,5,2.1,,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB4,C2,10/-/24,6/25/25,16,Plecoptera,Perlodidae,L,BL,4,6.1,3.8,1.6,3.2,,,,,,,,43 TOTAL,,,
CV,2/20/26,HA/AW,,C21024_SURB4,C2,10/-/24,6/25/25,16,Ephemeroptera,Ephemerellidae,L,BL,1,5.2,,,,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB4,C2,10/-/24,6/25/25,16,Trichoptera,Brachycentridae,L,BL,19,2.6,2.1,2.4,1.4,1.6,3.9,2.1,2.3,2.9,2.2,,,,,
CV,2/20/26,HA/AW,,C21024_SURB4,C2,10/-/24,6/25/25,16,Trichoptera,Hydropsychidae,L,BL,1,2.3,,,,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB4,C2,10/-/24,6/25/25,16,Diptera,Chironomidae,L,BL,8,5.2,2.9,4.2,2.1,2.4,4.2,7.5,4.5,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB4,C2,10/-/24,6/25/25,16,Diptera,Oestridae,L,BL,2,4,9.1,,,,,,,,,,,,,
CV,2/20/26,HA/AW,,C21024_SURB4,C2,10/-/24,6/25/25,16,Oligochaeta,Worms,L,BL,2,3.9,12.4,,,,,,,,,,,,,
